Valor;Tipo;Papel;Dia_com;Mes_com;Ano_com;Dia_pag;Mes_pag;Ano_pag;Status;Preço_Teto_Bazin;Dividendos_consistente?
0,1341;Proventos;AMBP3;15;5;2023;05;7;2023;;0,0;Não
0,3032;Proventos;AMBP3;4;5;2022;05;7;2022;;0,0;Não
0,0943;Proventos;AMBP3;30;4;2021;14;5;2021;;0,0;Não
0,2831;Proventos;USIM5;25;4;2024;24;6;2024;;4,72;Sim
0,3288;Proventos;USIM5;27;4;2023;27;6;2023;;4,72;Sim
0,6291;Proventos;USIM5;28;4;2022;27;6;2022;;4,72;Sim
0,193;Proventos;USIM5;15;12;2021;30;12;2021;;4,72;Sim
0,3845;Proventos;USIM5;31;8;2021;05;10;2021;;4,72;Sim
0,7113;Proventos;USIM5;31;8;2021;05;10;2021;;4,72;Sim
0,005;Proventos;USIM5;25;5;2021;07;6;2021;;4,72;Sim
0,1319;Proventos;USIM5;29;4;2021;31;5;2021;;4,72;Sim
0,0435;Proventos;USIM5;28;4;2020;29;5;2020;;4,72;Sim
0,0113;Proventos;USIM5;3;7;2019;15;7;2019;;4,72;Sim
0,0689;Proventos;USIM5;23;4;2019;31;5;2019;;4,72;Sim
0,0792;Proventos;USIM5;7;1;2019;31;5;2019;;4,72;Sim
0,0475;Proventos;USIM5;25;4;2018;30;5;2018;;4,72;Sim
0,2573;Proventos;USIM3;25;4;2024;24;6;2024;;4,29;Sim
0,2989;Proventos;USIM3;27;4;2023;27;6;2023;;4,29;Sim
0,5719;Proventos;USIM3;28;4;2022;27;6;2022;;4,29;Sim
0,1754;Proventos;USIM3;15;12;2021;30;12;2021;;4,29;Sim
0,3496;Proventos;USIM3;31;8;2021;05;10;2021;;4,29;Sim
0,6466;Proventos;USIM3;31;8;2021;05;10;2021;;4,29;Sim
0,0046;Proventos;USIM3;25;5;2021;07;6;2021;;4,29;Sim
0,1199;Proventos;USIM3;29;4;2021;31;5;2021;;4,29;Sim
0,0395;Proventos;USIM3;28;4;2020;29;5;2020;;4,29;Sim
0,0103;Proventos;USIM3;3;7;2019;15;7;2019;;4,29;Sim
0,0626;Proventos;USIM3;23;4;2019;31;5;2019;;4,29;Sim
0,072;Proventos;USIM3;7;1;2019;31;5;2019;;4,29;Sim
0,0432;Proventos;USIM3;25;4;2018;30;5;2018;;4,29;Sim
0,4542;Proventos;AURA33;14;11;2024;18;12;2024;;38,24;Sim
1,84;Proventos;AURA33;20;6;2024;09;7;2024;;38,24;Sim
1,228;Proventos;AURA33;11;12;2023;28;12;2023;;38,24;Sim
0,69;Proventos;AURA33;21;6;2023;12;7;2023;;38,24;Sim
0,74;Proventos;AURA33;15;12;2022;10;1;2023;;38,24;Sim
0,7;Proventos;AURA33;23;6;2022;07;7;2022;;38,24;Sim
1,9668;Proventos;AURA33;9;12;2021;23;12;2021;;38,24;Sim
4,58;Proventos;AURA33;26;3;2021;16;4;2021;;38,24;Sim
0,0677;Proventos;JALL3;25;7;2024;20;9;2024;;1,13;Sim
0,4426;Proventos;JALL3;31;7;2023;25;9;2023;;1,13;Sim
0,1779;Proventos;JALL3;26;7;2022;25;8;2022;;1,13;Sim
0,1551;Proventos;JALL3;8;12;2021;23;12;2021;;1,13;Sim
0,1387;Proventos;JALL3;27;7;2021;24;8;2021;;1,13;Sim
0,0924;Proventos;RAIL3;30;4;2024;31;5;2024;;1,54;Não
0,066;Proventos;RAIL3;19;4;2023;31;5;2023;;1,54;Não
0,0193;Proventos;RAIL3;27;4;2022;31;5;2022;;1,54;Não
0,1305;Proventos;PTBL3;3;5;2023;07;7;2023;;0,0;Não
0,0796;Proventos;PTBL3;3;5;2023;07;7;2023;;0,0;Não
0,162;Proventos;PTBL3;18;8;2022;01;9;2022;;0,0;Não
0,1461;Proventos;PTBL3;18;8;2022;01;9;2022;;0,0;Não
0,0247;Proventos;PTBL3;23;3;2022;05;4;2022;;0,0;Não
0,5736;Proventos;PTBL3;19;11;2021;30;11;2021;;0,0;Não
0,1298;Proventos;PTBL3;3;9;2021;15;9;2021;;0,0;Não
0,1325;Proventos;PTBL3;30;4;2021;13;5;2021;;0,0;Não
0,1804;Proventos;PTBL3;30;4;2021;13;5;2021;;0,0;Não
0,1118;Proventos;PTBL3;26;1;2021;09;2;2021;;0,0;Não
0,0398;Proventos;PTBL3;5;5;2020;31;12;2020;;0,0;Não
0,0747;Proventos;PTBL3;5;4;2019;30;4;2019;;0,0;Não
0,0802;Proventos;PTBL3;5;4;2019;30;4;2019;;0,0;Não
0,0435;Proventos;PTBL3;14;8;2018;29;8;2018;;0,0;Não
0,0189;Proventos;PTBL3;14;8;2018;29;8;2018;;0,0;Não
0,0294;Proventos;PTBL3;4;5;2018;25;5;2018;;0,0;Não
0,1061;Proventos;PTBL3;4;5;2018;25;5;2018;;0,0;Não
0,0054;Proventos;HAPV3;27;12;2021;21;1;2022;;0,0;Não
0,0118;Proventos;HAPV3;27;9;2021;22;10;2021;;0,0;Não
0,0177;Proventos;HAPV3;6;7;2021;30;7;2021;;0,0;Não
0,0026;Proventos;HAPV3;5;5;2021;17;5;2021;;0,0;Não
0,0251;Proventos;HAPV3;7;1;2021;30;4;2021;;0,0;Não
0,1491;Proventos;HAPV3;10;9;2020;30;4;2021;;0,0;Não
0,0165;Proventos;HAPV3;28;4;2020;30;12;2020;;0,0;Não
0,1597;Proventos;HAPV3;3;1;2020;30;4;2020;;0,0;Não
0,1554;Proventos;HAPV3;2;7;2019;30;4;2020;;0,0;Não
0,1217;Proventos;HAPV3;22;4;2019;30;4;2019;;0,0;Não
0,1843;Proventos;HAPV3;14;12;2018;30;4;2019;;0,0;Não
0,3458;Proventos;CBAV3;27;4;2023;22;12;2023;;0,0;Não
0,0948;Proventos;CBAV3;6;12;2022;15;12;2022;;0,0;Não
0,1928;Proventos;CBAV3;29;4;2022;18;5;2022;;0,0;Não
0,0959;Proventos;CBAV3;29;4;2022;18;5;2022;;0,0;Não
0,4713;Proventos;ANIM3;13;8;2024;21;8;2024;;7,86;Não
0,2536;Proventos;ANIM3;25;4;2018;07;5;2018;;7,86;Não
0,0508;Proventos;ZAMP3;2;3;2020;27;3;2020;;0,0;Não
0,0474;Proventos;ZAMP3;20;3;2019;29;3;2019;;0,0;Não
0,0886;Proventos;ZAMP3;7;3;2019;29;3;2019;;0,0;Não
0,0474;Proventos;ZAMP3;19;12;2018;29;3;2019;;0,0;Não
2,0174;Proventos;SUZB3;16;12;2024;10;1;2025;;33,62;Não
1,1634;Proventos;SUZB3;7;12;2023;10;1;2024;;33,62;Não
1,7948;Proventos;SUZB3;16;12;2022;27;12;2022;;33,62;Não
0,5928;Proventos;SUZB3;4;5;2022;13;5;2022;;33,62;Não
0,7412;Proventos;SUZB3;18;1;2022;27;1;2022;;33,62;Não
0,4447;Proventos;SUZB3;18;4;2019;30;4;2019;;33,62;Não
0,1922;Proventos;SUZB3;26;4;2018;09;5;2018;;33,62;Não
2,5271;Proventos;CASH3;2;9;2024;13;9;2024;;82,37;Não
2,415;Proventos;CASH3;1;4;2024;11;4;2024;;82,37;Não
0,0371;Proventos;CASH3;30;4;2021;31;5;2021;;82,37;Não
0,5505;Proventos;CSNA3;21;11;2024;28;11;2024;;21,12;Sim
0,7164;Proventos;CSNA3;14;5;2024;29;5;2024;;21,12;Sim
0,7428;Proventos;CSNA3;20;11;2023;29;11;2023;;21,12;Sim
0,586;Proventos;CSNA3;28;4;2023;31;12;2023;;21,12;Sim
0,5279;Proventos;CSNA3;28;12;2022;17;5;2023;;21,12;Sim
1,1795;Proventos;CSNA3;25;11;2022;02;12;2022;;21,12;Sim
0,6816;Proventos;CSNA3;29;4;2022;02;12;2022;;21,12;Sim
0,1915;Proventos;CSNA3;4;1;2022;20;5;2022;;21,12;Sim
1,268;Proventos;CSNA3;30;7;2021;10;8;2021;;21,12;Sim
0,6529;Proventos;CSNA3;30;4;2021;12;5;2021;;21,12;Sim
0,0089;Proventos;CSNA3;6;5;2020;31;12;2020;;21,12;Sim
0,299;Proventos;CSNA3;23;9;2019;30;9;2019;;21,12;Sim
0,6449;Proventos;CSNA3;22;8;2018;30;8;2018;;21,12;Sim
0,0195;Proventos;SIMH3;4;5;2023;31;5;2023;;0,0;Não
0,1378;Proventos;SIMH3;27;12;2022;06;1;2023;;0,0;Não
0,5156;Proventos;SIMH3;5;5;2022;18;5;2022;;0,0;Não
0,1051;Proventos;SIMH3;22;12;2021;31;1;2022;;0,0;Não
0,2258;Proventos;SIMH3;29;4;2021;14;5;2021;;0,0;Não
0,1165;Proventos;SIMH3;6;1;2021;29;1;2021;;0,0;Não
0,4174;Proventos;CVCB3;23;12;2019;08;1;2020;;0,0;Não
0,0261;Proventos;CVCB3;30;4;2019;28;5;2019;;0,0;Não
0,4165;Proventos;CVCB3;10;12;2018;20;12;2018;;0,0;Não
0,0836;Proventos;CVCB3;27;4;2018;26;6;2018;;0,0;Não
0,2537;Proventos;LIGT3;27;4;2022;29;12;2022;;0,0;Não
0,4411;Proventos;LIGT3;29;4;2021;30;7;2021;;0,0;Não
0,1931;Proventos;LIGT3;29;4;2019;31;12;2019;;0,0;Não
0,1447;Proventos;LIGT3;27;4;2018;30;5;2018;;0,0;Não
0,01;Proventos;RAIZ4;2;8;2024;31;3;2025;;1,38;Não
0,0162;Proventos;RAIZ4;21;3;2024;28;3;2024;;1,38;Não
0,0723;Proventos;RAIZ4;20;12;2023;28;12;2023;;1,38;Não
0,0568;Proventos;RAIZ4;20;12;2023;31;3;2024;;1,38;Não
0,0242;Proventos;RAIZ4;17;10;2023;26;10;2023;;1,38;Não
0,0242;Proventos;RAIZ4;26;7;2023;04;8;2023;;1,38;Não
0,0891;Proventos;RAIZ4;16;3;2023;27;3;2023;;1,38;Não
0,089;Proventos;RAIZ4;7;12;2022;15;12;2022;;1,38;Não
0,0316;Proventos;RAIZ4;30;9;2022;13;10;2022;;1,38;Não
0,0278;Proventos;RAIZ4;5;4;2022;27;4;2022;;1,38;Não
0,022;Proventos;RAIZ4;5;1;2022;25;3;2022;;1,38;Não
0,0162;Proventos;RAIZ4;5;10;2021;25;3;2022;;1,38;Não
0,1365;Proventos;VVEO3;30;4;2024;19;12;2024;;2,28;Não
0,2769;Proventos;VVEO3;26;12;2022;16;2;2023;;2,28;Não
0,1574;Proventos;VVEO3;29;4;2022;11;5;2022;;2,28;Não
0,2486;Proventos;VVEO3;28;12;2021;23;2;2022;;2,28;Não
0,0047;Proventos;COGN3;19;11;2019;29;11;2019;;0,0;Não
0,0337;Proventos;COGN3;20;8;2019;29;8;2019;;0,0;Não
0,0555;Proventos;COGN3;21;5;2019;30;5;2019;;0,0;Não
0,0264;Proventos;COGN3;4;4;2019;15;4;2019;;0,0;Não
0,0812;Proventos;COGN3;16;11;2018;27;11;2018;;0,0;Não
0,1092;Proventos;COGN3;20;8;2018;29;8;2018;;0,0;Não
0,1108;Proventos;COGN3;17;5;2018;28;5;2018;;0,0;Não
0,0905;Proventos;COGN3;22;3;2018;03;4;2018;;0,0;Não
0,1978;Proventos;MRVE3;21;9;2022;04;10;2022;;0,0;Não
0,1978;Proventos;MRVE3;23;6;2022;05;7;2022;;0,0;Não
0,1624;Proventos;MRVE3;6;12;2021;16;12;2021;;0,0;Não
0,2706;Proventos;MRVE3;29;4;2021;11;5;2021;;0,0;Não
0,2071;Proventos;MRVE3;18;1;2021;28;1;2021;;0,0;Não
0,3401;Proventos;MRVE3;13;10;2020;23;10;2020;;0,0;Não
0,3701;Proventos;MRVE3;10;12;2019;20;12;2019;;0,0;Não
0,3701;Proventos;MRVE3;18;11;2019;27;11;2019;;0,0;Não
0,371;Proventos;MRVE3;6;6;2019;13;6;2019;;0,0;Não
0,33;Proventos;MRVE3;13;12;2018;21;12;2018;;0,0;Não
0,35;Proventos;MRVE3;28;5;2018;15;6;2018;;0,0;Não
0,35;Proventos;MRVE3;20;4;2018;27;4;2018;;0,0;Não
0,0749;Proventos;MATD3;30;4;2024;14;6;2024;;1,25;Não
0,0643;Proventos;MATD3;28;4;2023;10;5;2023;;1,25;Não
0,09;Proventos;MATD3;29;4;2022;10;5;2022;;1,25;Não
0,1537;Proventos;MOVI3;27;12;2024;02;5;2025;;2,56;Não
0,1208;Proventos;MOVI3;3;5;2023;19;5;2023;;2,56;Não
0,1518;Proventos;MOVI3;26;12;2022;05;4;2023;;2,56;Não
0,1521;Proventos;MOVI3;30;9;2022;06;1;2023;;2,56;Não
0,1466;Proventos;MOVI3;30;6;2022;11;10;2022;;2,56;Não
0,8489;Proventos;MOVI3;4;5;2022;16;5;2022;;2,56;Não
0,1495;Proventos;MOVI3;30;3;2022;05;7;2022;;2,56;Não
0,1254;Proventos;MOVI3;29;12;2021;31;1;2022;;2,56;Não
0,0768;Proventos;MOVI3;29;9;2021;03;11;2021;;2,56;Não
0,0907;Proventos;MOVI3;29;6;2021;12;7;2021;;2,56;Não
0,0802;Proventos;MOVI3;28;6;2021;11;10;2021;;2,56;Não
0,1478;Proventos;MOVI3;5;1;2021;01;7;2021;;2,56;Não
0,1337;Proventos;MOVI3;3;1;2020;06;5;2020;;2,56;Não
0,0932;Proventos;MOVI3;3;10;2019;06;1;2020;;2,56;Não
0,0762;Proventos;MOVI3;27;9;2019;10;10;2019;;2,56;Não
0,0762;Proventos;MOVI3;28;6;2019;10;7;2019;;2,56;Não
0,1444;Proventos;MOVI3;20;12;2018;05;7;2019;;2,56;Não
0,0968;Proventos;MOVI3;26;10;2018;05;4;2019;;2,56;Não
0,033;Proventos;MOVI3;29;6;2018;01;10;2018;;2,56;Não
0,0037;Proventos;MOVI3;26;4;2018;30;5;2018;;2,56;Não
0,0221;Proventos;MOVI3;4;4;2018;30;8;2018;;2,56;Não
0,0703;Proventos;MOVI3;4;1;2018;30;5;2018;;2,56;Não
0,0969;Proventos;DASA3;26;12;2022;31;12;2023;;0,0;Não
0,3012;Proventos;DASA3;27;12;2021;22;12;2022;;0,0;Não
0,2854;Proventos;DASA3;12;1;2021;30;4;2021;;0,0;Não
0,5634;Proventos;DASA3;30;12;2019;20;2;2020;;0,0;Não
0,5612;Proventos;DASA3;28;12;2018;28;2;2019;;0,0;Não
0,1231;Proventos;MLAS3;5;5;2022;17;5;2022;;0,0;Não
0,0207;Proventos;AERI3;25;3;2022;13;4;2022;;0,0;Não
0,0324;Proventos;NTCO3;8;4;2024;03;12;2024;;12,34;Não
0,7079;Proventos;NTCO3;19;3;2024;19;4;2024;;12,34;Não
0,1317;Proventos;NTCO3;20;4;2022;27;12;2022;;12,34;Não
1,6964;Proventos;BRKM5;19;4;2022;02;5;2022;;0,0;Não
7,5391;Proventos;BRKM5;8;12;2021;20;12;2021;;0,0;Não
1,8857;Proventos;BRKM5;30;4;2018;10;5;2018;;0,0;Não
0,3545;Proventos;PCAR3;27;4;2022;15;6;2022;;0,0;Não
1,7011;Proventos;PCAR3;5;5;2021;15;6;2021;;0,0;Não
0,4758;Proventos;PCAR3;5;5;2021;15;6;2021;;0,0;Não
0,582;Proventos;PCAR3;30;4;2020;15;6;2020;;0,0;Não
0,1296;Proventos;PCAR3;27;6;2019;16;8;2019;;0,0;Não
0,6792;Proventos;PCAR3;28;3;2019;22;5;2019;;0,0;Não
0,2522;Proventos;PCAR3;4;12;2018;13;12;2018;;0,0;Não
0,406;Proventos;PCAR3;2;10;2018;27;11;2018;;0,0;Não
0,2646;Proventos;PCAR3;3;5;2018;12;6;2018;;0,0;Não
0,3219;Proventos;PCAR3;29;3;2018;25;5;2018;;0,0;Não
0,2131;Proventos;IRBR3;18;11;2019;05;12;2019;;0,0;Não
0,2109;Proventos;IRBR3;21;3;2019;30;4;2019;;0,0;Não
0,2208;Proventos;IRBR3;21;3;2019;30;4;2019;;0,0;Não
1,865;Proventos;IRBR3;21;3;2019;30;4;2019;;0,0;Não
0,5814;Proventos;IRBR3;7;11;2018;21;11;2018;;0,0;Não
0,1962;Proventos;IRBR3;21;3;2018;03;4;2018;;0,0;Não
0,006;Proventos;IRBR3;21;3;2018;03;4;2018;;0,0;Não
1,4142;Proventos;IRBR3;21;3;2018;03;4;2018;;0,0;Não
0,0826;Proventos;TIMS3;17;2;2025;22;4;2025;;11,36;Sim
0,2685;Proventos;TIMS3;23;12;2024;23;1;2025;;11,36;Sim
0,1239;Proventos;TIMS3;23;9;2024;23;10;2024;;11,36;Sim
0,1241;Proventos;TIMS3;21;6;2024;23;7;2024;;11,36;Sim
0,0826;Proventos;TIMS3;22;3;2024;22;4;2024;;11,36;Sim
0,2706;Proventos;TIMS3;21;12;2023;23;1;2024;;11,36;Sim
0,1756;Proventos;TIMS3;21;9;2023;23;10;2023;;11,36;Sim
0,1198;Proventos;TIMS3;22;6;2023;12;7;2023;;11,36;Sim
0,095;Proventos;TIMS3;25;4;2023;09;5;2023;;11,36;Sim
0,2479;Proventos;TIMS3;10;4;2023;18;4;2023;;11,36;Sim
0,188;Proventos;TIMS3;21;12;2022;24;1;2023;;11,36;Sim
0,1012;Proventos;TIMS3;21;9;2022;31;1;2023;;11,36;Sim
0,0971;Proventos;TIMS3;21;9;2022;31;10;2022;;11,36;Sim
0,1116;Proventos;TIMS3;23;6;2022;20;7;2022;;11,36;Sim
0,0806;Proventos;TIMS3;28;3;2022;27;4;2022;;11,36;Sim
0,2314;Proventos;TIMS3;20;12;2021;25;1;2022;;11,36;Sim
0,0568;Proventos;TIMS3;29;9;2021;27;10;2021;;11,36;Sim
0,1447;Proventos;TIMS3;21;6;2021;20;7;2021;;11,36;Sim
0,2409;Proventos;TIMS3;18;12;2020;22;1;2021;;11,36;Sim
0,2065;Proventos;TIMS3;19;10;2020;10;11;2020;;11,36;Sim
0,621;Proventos;AMER3;31;1;2022;09;3;2022;;0,0;Não
3,6687;Proventos;SYNE3;6;12;2024;18;12;2024;;109,19;Não
2,8825;Proventos;SYNE3;20;8;2024;02;9;2024;;109,19;Não
0,5241;Proventos;SYNE3;16;5;2022;30;5;2022;;109,19;Não
8,189;Proventos;SYNE3;17;12;2021;28;12;2021;;109,19;Não
0,0788;Proventos;SYNE3;30;4;2021;31;5;2021;;109,19;Não
0,8844;Proventos;SYNE3;9;12;2020;23;12;2020;;109,19;Não
0,0472;Proventos;SYNE3;30;4;2020;26;5;2020;;109,19;Não
1,0028;Proventos;SYNE3;25;10;2018;07;11;2018;;109,19;Não
0,4182;Proventos;POSI3;30;4;2024;31;5;2024;;6,97;Sim
0,3342;Proventos;POSI3;28;4;2023;30;9;2023;;6,97;Sim
0,18;Proventos;POSI3;28;4;2023;31;5;2023;;6,97;Sim
0,2211;Proventos;POSI3;29;4;2022;30;9;2022;;6,97;Sim
0,1191;Proventos;POSI3;29;4;2022;31;5;2022;;6,97;Sim
0,1704;Proventos;POSI3;30;4;2021;20;12;2021;;6,97;Sim
0,0852;Proventos;POSI3;30;4;2021;20;9;2021;;6,97;Sim
0,0852;Proventos;POSI3;30;4;2021;17;5;2021;;6,97;Sim
0,0321;Proventos;POSI3;1;6;2020;15;12;2020;;6,97;Sim
0,262;Proventos;VBBR3;23;12;2024;29;8;2025;;32,9;Sim
0,235;Proventos;VBBR3;23;9;2024;30;5;2025;;32,9;Sim
0,4668;Proventos;VBBR3;28;6;2024;27;2;2025;;32,9;Sim
0,3032;Proventos;VBBR3;18;4;2024;30;11;2024;;32,9;Sim
0,3032;Proventos;VBBR3;18;4;2024;31;8;2024;;32,9;Sim
0,4036;Proventos;VBBR3;22;12;2023;29;5;2024;;32,9;Sim
0,4291;Proventos;VBBR3;21;9;2023;29;2;2024;;32,9;Sim
0,3902;Proventos;VBBR3;21;12;2022;28;2;2023;;32,9;Sim
0,3489;Proventos;VBBR3;21;9;2022;29;12;2022;;32,9;Sim
0,1171;Proventos;VBBR3;28;4;2022;30;5;2022;;32,9;Sim
0,1315;Proventos;VBBR3;14;12;2021;23;12;2021;;32,9;Sim
0,3337;Proventos;VBBR3;13;9;2021;29;9;2021;;32,9;Sim
0,6069;Proventos;VBBR3;15;4;2021;31;12;2021;;32,9;Sim
0,9442;Proventos;VBBR3;15;4;2021;30;4;2021;;32,9;Sim
0,4276;Proventos;VBBR3;21;12;2020;12;1;2021;;32,9;Sim
0,5012;Proventos;VBBR3;31;7;2020;30;9;2020;;32,9;Sim
0,4638;Proventos;VBBR3;4;12;2019;30;6;2020;;32,9;Sim
2,1195;Proventos;VBBR3;24;4;2019;31;10;2019;;32,9;Sim
0,4839;Proventos;VBBR3;11;12;2018;30;4;2019;;32,9;Sim
0,3722;Proventos;VBBR3;25;4;2018;30;9;2018;;32,9;Sim
0,5653;Proventos;VBBR3;1;2;2018;31;7;2018;;32,9;Sim
0,0557;Proventos;CAML3;25;11;2024;06;12;2024;;4,89;Sim
0,0176;Proventos;CAML3;25;11;2024;06;12;2024;;4,89;Sim
0,0557;Proventos;CAML3;3;9;2024;10;9;2024;;4,89;Sim
0,0176;Proventos;CAML3;3;9;2024;10;9;2024;;4,89;Sim
0,0557;Proventos;CAML3;27;5;2024;10;6;2024;;4,89;Sim
0,0176;Proventos;CAML3;27;5;2024;10;6;2024;;4,89;Sim
0,0557;Proventos;CAML3;21;2;2024;08;3;2024;;4,89;Sim
0,0176;Proventos;CAML3;21;2;2024;08;3;2024;;4,89;Sim
0,073;Proventos;CAML3;27;11;2023;06;12;2023;;4,89;Sim
0,0724;Proventos;CAML3;4;9;2023;15;9;2023;;4,89;Sim
0,0718;Proventos;CAML3;2;6;2023;14;6;2023;;4,89;Sim
0,0715;Proventos;CAML3;22;2;2023;03;3;2023;;4,89;Sim
0,0714;Proventos;CAML3;1;12;2022;12;12;2022;;4,89;Sim
0,0706;Proventos;CAML3;1;9;2022;13;9;2022;;4,89;Sim
0,0697;Proventos;CAML3;1;6;2022;10;6;2022;;4,89;Sim
0,0836;Proventos;CAML3;24;5;2022;01;6;2022;;4,89;Sim
0,0694;Proventos;CAML3;3;3;2022;14;3;2022;;4,89;Sim
0,0691;Proventos;CAML3;1;12;2021;13;12;2021;;4,89;Sim
0,0687;Proventos;CAML3;1;9;2021;13;9;2021;;4,89;Sim
0,0548;Proventos;CAML3;1;6;2021;14;6;2021;;4,89;Sim
0,0546;Proventos;CAML3;22;3;2021;31;3;2021;;4,89;Sim
0,0544;Proventos;CAML3;29;12;2020;12;1;2021;;4,89;Sim
0,4077;Proventos;CAML3;8;12;2020;18;12;2020;;4,89;Sim
0,0405;Proventos;CAML3;1;9;2020;14;9;2020;;4,89;Sim
0,0405;Proventos;CAML3;12;6;2020;24;6;2020;;4,89;Sim
0,0405;Proventos;CAML3;2;3;2020;12;3;2020;;4,89;Sim
0,0405;Proventos;CAML3;11;12;2019;23;12;2019;;4,89;Sim
0,0374;Proventos;CAML3;2;9;2019;12;9;2019;;4,89;Sim
0,0373;Proventos;CAML3;1;7;2019;16;7;2019;;4,89;Sim
0,0149;Proventos;CAML3;26;6;2019;11;7;2019;;4,89;Sim
0,0495;Proventos;CAML3;29;3;2019;17;4;2019;;4,89;Sim
0,1113;Proventos;CAML3;27;11;2018;10;12;2018;;4,89;Sim
0,0495;Proventos;CAML3;29;8;2018;11;9;2018;;4,89;Sim
0,8987;Proventos;BRAP4;12;11;2024;21;11;2024;;34,69;Sim
0,8146;Proventos;BRAP4;29;4;2024;15;5;2024;;34,69;Sim
0,3679;Proventos;BRAP4;29;4;2024;15;5;2024;;34,69;Sim
1,1825;Proventos;BRAP4;21;11;2023;04;12;2023;;34,69;Sim
0,6044;Proventos;BRAP4;21;11;2023;04;12;2023;;34,69;Sim
1,2351;Proventos;BRAP4;27;4;2023;15;5;2023;;34,69;Sim
0,1708;Proventos;BRAP4;26;12;2022;15;5;2023;;34,69;Sim
0,8146;Proventos;BRAP4;9;11;2022;21;11;2022;;34,69;Sim
0,7095;Proventos;BRAP4;9;11;2022;21;11;2022;;34,69;Sim
1,5767;Proventos;BRAP4;29;4;2022;10;5;2022;;34,69;Sim
6,0439;Proventos;BRAP4;16;12;2021;29;12;2021;;34,69;Sim
1,7808;Proventos;BRAP4;15;7;2021;26;7;2021;;34,69;Sim
0,7272;Proventos;BRAP4;31;3;2021;12;5;2021;;34,69;Sim
2,7157;Proventos;BRAP4;31;3;2021;12;5;2021;;34,69;Sim
0,8607;Proventos;BRAP4;11;11;2020;19;11;2020;;34,69;Sim
1,1427;Proventos;BRAP4;11;11;2020;19;11;2020;;34,69;Sim
0,4667;Proventos;BRAP4;30;4;2019;15;5;2019;;34,69;Sim
0,1283;Proventos;BRAP4;30;4;2019;15;5;2019;;34,69;Sim
0,6441;Proventos;BRAP4;28;12;2018;31;1;2019;;34,69;Sim
1,285;Proventos;BRAP4;27;4;2018;15;5;2018;;34,69;Sim
0,0311;Proventos;JHSF3;25;2;2025;10;3;2025;;6,7;Sim
0,031;Proventos;JHSF3;30;1;2025;10;2;2025;;6,7;Sim
0,031;Proventos;JHSF3;27;12;2024;09;1;2025;;6,7;Sim
0,031;Proventos;JHSF3;28;11;2024;09;12;2024;;6,7;Sim
0,031;Proventos;JHSF3;31;10;2024;11;11;2024;;6,7;Sim
0,0309;Proventos;JHSF3;30;9;2024;09;10;2024;;6,7;Sim
0,0309;Proventos;JHSF3;29;8;2024;09;9;2024;;6,7;Sim
0,0309;Proventos;JHSF3;31;7;2024;09;8;2024;;6,7;Sim
0,0309;Proventos;JHSF3;28;6;2024;10;7;2024;;6,7;Sim
0,0309;Proventos;JHSF3;29;5;2024;10;6;2024;;6,7;Sim
0,0309;Proventos;JHSF3;29;4;2024;09;5;2024;;6,7;Sim
0,0308;Proventos;JHSF3;28;3;2024;09;4;2024;;6,7;Sim
0,0308;Proventos;JHSF3;29;2;2024;11;3;2024;;6,7;Sim
0,0308;Proventos;JHSF3;31;1;2024;09;2;2024;;6,7;Sim
0,0307;Proventos;JHSF3;27;12;2023;09;1;2024;;6,7;Sim
0,0443;Proventos;JHSF3;11;9;2023;20;9;2023;;6,7;Sim
0,0443;Proventos;JHSF3;10;8;2023;21;8;2023;;6,7;Sim
0,0443;Proventos;JHSF3;26;7;2023;02;8;2023;;6,7;Sim
0,0479;Proventos;JHSF3;19;6;2023;28;6;2023;;6,7;Sim
0,0479;Proventos;JHSF3;18;5;2023;29;5;2023;;6,7;Sim
0,0479;Proventos;JHSF3;19;4;2023;28;4;2023;;6,7;Sim
0,0479;Proventos;JHSF3;16;3;2023;27;3;2023;;6,7;Sim
0,0479;Proventos;JHSF3;14;2;2023;27;2;2023;;6,7;Sim
0,0479;Proventos;JHSF3;17;1;2023;26;1;2023;;6,7;Sim
0,048;Proventos;JHSF3;15;12;2022;26;12;2022;;6,7;Sim
0,1607;Proventos;JHSF3;3;3;2022;14;3;2022;;6,7;Sim
0,1835;Proventos;JHSF3;14;10;2021;25;10;2021;;6,7;Sim
0,2104;Proventos;JHSF3;1;4;2021;12;4;2021;;6,7;Sim
0,0671;Proventos;JHSF3;7;10;2020;19;10;2020;;6,7;Sim
0,0788;Proventos;JHSF3;18;8;2020;28;8;2020;;6,7;Sim
0,0832;Proventos;JHSF3;27;12;2019;20;1;2020;;6,7;Sim
0,1164;Proventos;JHSF3;3;4;2019;11;4;2019;;6,7;Sim
0,0979;Proventos;CMIG4;23;12;2024;30;12;2025;;31,58;Sim
0,0979;Proventos;CMIG4;23;12;2024;30;6;2025;;31,58;Sim
0,4964;Proventos;CMIG4;23;8;2024;30;8;2024;;31,58;Sim
0,1211;Proventos;CMIG4;29;4;2024;27;12;2024;;31,58;Sim
0,3005;Proventos;CMIG4;21;12;2023;30;12;2024;;31,58;Sim
0,3005;Proventos;CMIG4;21;12;2023;28;6;2024;;31,58;Sim
0,095;Proventos;CMIG4;25;9;2023;30;12;2024;;31,58;Sim
0,095;Proventos;CMIG4;25;9;2023;28;6;2024;;31,58;Sim
