Valor;Tipo;Papel;Dia_com;Mes_com;Ano_com;Dia_pag;Mes_pag;Ano_pag;Status;Preço_Teto_Bazin;Dividendos_consistente?
0,4453;Proventos;BMOB3;17;12;2024;07;1;2025;;19,43;Não
0,1986;Proventos;BMOB3;17;12;2024;07;1;2025;;19,43;Não
0,5219;Proventos;BMOB3;18;12;2023;02;5;2024;;19,43;Não
0,2333;Proventos;BMOB3;23;3;2023;12;4;2023;;19,43;Não
0,2024;Proventos;BMOB3;21;3;2022;12;4;2022;;19,43;Não
0,0436;Proventos;GMAT3;11;11;2024;20;12;2024;;3,23;Não
0,0454;Proventos;GMAT3;26;9;2024;20;12;2024;;3,23;Não
0,0611;Proventos;GMAT3;14;6;2024;20;12;2024;;3,23;Não
0,0436;Proventos;GMAT3;28;3;2024;20;12;2024;;3,23;Não
0,0392;Proventos;ODPV3;20;12;2024;10;12;2025;;24,11;Sim
0,2257;Proventos;ODPV3;8;11;2024;03;4;2025;;24,11;Sim
0,0336;Proventos;ODPV3;1;10;2024;03;4;2025;;24,11;Sim
0,1561;Proventos;ODPV3;23;8;2024;03;4;2025;;24,11;Sim
0,0395;Proventos;ODPV3;24;6;2024;29;1;2025;;24,11;Sim
0,1333;Proventos;ODPV3;15;5;2024;18;12;2024;;24,11;Sim
0,4137;Proventos;ODPV3;12;4;2024;18;12;2024;;24,11;Sim
0,3641;Proventos;ODPV3;12;4;2024;21;8;2024;;24,11;Sim
0,0414;Proventos;ODPV3;1;4;2024;21;8;2024;;24,11;Sim
0,0354;Proventos;ODPV3;18;12;2023;16;2;2024;;24,11;Sim
0,0372;Proventos;ODPV3;22;9;2023;19;12;2023;;24,11;Sim
0,0382;Proventos;ODPV3;29;6;2023;19;12;2023;;24,11;Sim
0,2172;Proventos;ODPV3;20;4;2023;12;7;2023;;24,11;Sim
0,0384;Proventos;ODPV3;17;3;2023;19;12;2023;;24,11;Sim
0,0321;Proventos;ODPV3;15;12;2022;27;12;2022;;24,11;Sim
0,0317;Proventos;ODPV3;20;9;2022;27;12;2022;;24,11;Sim
0,0317;Proventos;ODPV3;23;6;2022;21;12;2022;;24,11;Sim
0,1072;Proventos;ODPV3;6;5;2022;05;10;2022;;24,11;Sim
0,0791;Proventos;ODPV3;4;4;2022;05;10;2022;;24,11;Sim
0,0319;Proventos;ODPV3;24;3;2022;06;7;2022;;24,11;Sim
0,0237;Proventos;ODPV3;17;12;2021;30;12;2021;;24,11;Sim
0,0259;Proventos;ODPV3;22;9;2021;06;10;2021;;24,11;Sim
0,0257;Proventos;ODPV3;16;6;2021;06;7;2021;;24,11;Sim
0,181;Proventos;ODPV3;19;5;2021;06;7;2021;;24,11;Sim
0,1904;Proventos;ODPV3;12;4;2021;06;7;2021;;24,11;Sim
0,0245;Proventos;ODPV3;16;3;2021;06;4;2021;;24,11;Sim
0,0235;Proventos;ODPV3;15;12;2020;04;1;2021;;24,11;Sim
0,1368;Proventos;ODPV3;3;11;2020;09;12;2020;;24,11;Sim
0,0251;Proventos;ODPV3;16;9;2020;07;10;2020;;24,11;Sim
0,1568;Proventos;ODPV3;11;8;2020;07;10;2020;;24,11;Sim
0,0252;Proventos;ODPV3;16;6;2020;03;7;2020;;24,11;Sim
0,0448;Proventos;ODPV3;5;5;2020;07;10;2020;;24,11;Sim
0,0678;Proventos;ODPV3;4;5;2020;03;7;2020;;24,11;Sim
0,0261;Proventos;ODPV3;17;3;2020;02;4;2020;;24,11;Sim
0,0268;Proventos;ODPV3;19;12;2019;08;1;2020;;24,11;Sim
0,0424;Proventos;ODPV3;4;11;2019;06;12;2019;;24,11;Sim
0,0281;Proventos;ODPV3;27;9;2019;09;10;2019;;24,11;Sim
0,0524;Proventos;ODPV3;6;8;2019;04;9;2019;;24,11;Sim
0,0299;Proventos;ODPV3;21;6;2019;03;7;2019;;24,11;Sim
0,0953;Proventos;ODPV3;7;5;2019;16;5;2019;;24,11;Sim
0,0523;Proventos;ODPV3;4;4;2019;03;5;2019;;24,11;Sim
0,0332;Proventos;ODPV3;21;3;2019;03;5;2019;;24,11;Sim
0,0297;Proventos;ODPV3;21;12;2018;09;1;2019;;24,11;Sim
0,1095;Proventos;ODPV3;21;12;2018;09;1;2019;;24,11;Sim
0,0274;Proventos;ODPV3;26;9;2018;05;10;2018;;24,11;Sim
0,0528;Proventos;ODPV3;30;7;2018;05;9;2018;;24,11;Sim
0,0271;Proventos;ODPV3;18;6;2018;04;7;2018;;24,11;Sim
0,0056;Proventos;ODPV3;5;4;2018;04;5;2018;;24,11;Sim
0,0285;Proventos;ODPV3;15;3;2018;04;4;2018;;24,11;Sim
0,1484;Proventos;VITT3;23;10;2024;06;1;2025;;7,45;Sim
0,0239;Proventos;VITT3;27;12;2023;10;5;2024;;7,45;Sim
0,2747;Proventos;VITT3;28;11;2023;10;5;2024;;7,45;Sim
0,0944;Proventos;VITT3;5;5;2023;09;6;2023;;7,45;Sim
0,1405;Proventos;VITT3;16;12;2022;04;1;2023;;7,45;Sim
0,0945;Proventos;VITT3;16;12;2022;31;12;2023;;7,45;Sim
0,1302;Proventos;VITT3;4;5;2022;03;6;2022;;7,45;Sim
0,0975;Proventos;VITT3;29;11;2021;30;12;2021;;7,45;Sim
0,0751;Proventos;PNVL3;16;12;2024;31;3;2026;;8,89;Sim
0,0067;Proventos;PNVL3;16;12;2024;30;5;2025;;8,89;Sim
0,0067;Proventos;PNVL3;16;12;2024;30;4;2025;;8,89;Sim
0,0067;Proventos;PNVL3;16;12;2024;31;3;2025;;8,89;Sim
0,0615;Proventos;PNVL3;2;10;2024;30;5;2025;;8,89;Sim
0,0289;Proventos;PNVL3;2;10;2024;30;4;2025;;8,89;Sim
0,0395;Proventos;PNVL3;26;6;2024;31;3;2025;;8,89;Sim
0,0323;Proventos;PNVL3;26;6;2024;30;4;2025;;8,89;Sim
0,0591;Proventos;PNVL3;5;4;2024;30;8;2024;;8,89;Sim
0,0188;Proventos;PNVL3;5;4;2024;31;3;2025;;8,89;Sim
0,056;Proventos;PNVL3;22;12;2023;31;5;2024;;8,89;Sim
0,056;Proventos;PNVL3;22;12;2023;30;4;2024;;8,89;Sim
0,006;Proventos;PNVL3;22;12;2023;30;8;2024;;8,89;Sim
0,0799;Proventos;PNVL3;30;11;2023;28;3;2024;;8,89;Sim
0,0537;Proventos;PNVL3;22;8;2023;31;8;2023;;8,89;Sim
0,0561;Proventos;PNVL3;26;12;2022;31;5;2023;;8,89;Sim
0,0561;Proventos;PNVL3;26;12;2022;28;4;2023;;8,89;Sim
0,0561;Proventos;PNVL3;26;12;2022;31;3;2023;;8,89;Sim
0,0538;Proventos;PNVL3;22;8;2022;31;8;2022;;8,89;Sim
0,0449;Proventos;PNVL3;27;12;2021;31;5;2022;;8,89;Sim
0,0449;Proventos;PNVL3;27;12;2021;29;4;2022;;8,89;Sim
0,0449;Proventos;PNVL3;27;12;2021;31;3;2022;;8,89;Sim
0,0399;Proventos;PNVL3;20;8;2021;31;8;2021;;8,89;Sim
0,0453;Proventos;PNVL3;30;12;2020;31;5;2021;;8,89;Sim
0,0453;Proventos;PNVL3;30;12;2020;30;4;2021;;8,89;Sim
0,0223;Proventos;PNVL3;30;12;2020;31;3;2021;;8,89;Sim
0,023;Proventos;PNVL3;30;10;2020;31;3;2021;;8,89;Sim
1,0447;Proventos;PNVL3;26;12;2019;29;5;2020;;8,89;Sim
1,0447;Proventos;PNVL3;26;12;2019;30;4;2020;;8,89;Sim
1,0963;Proventos;PNVL3;2;10;2019;31;3;2020;;8,89;Sim
0,619;Proventos;PNVL3;24;6;2019;31;10;2019;;8,89;Sim
0,619;Proventos;PNVL3;24;6;2019;30;9;2019;;8,89;Sim
0,619;Proventos;PNVL3;24;6;2019;30;8;2019;;8,89;Sim
0,8989;Proventos;PNVL3;20;12;2018;31;5;2019;;8,89;Sim
0,8989;Proventos;PNVL3;20;12;2018;30;4;2019;;8,89;Sim
0,8989;Proventos;PNVL3;20;12;2018;29;3;2019;;8,89;Sim
0,5595;Proventos;PNVL3;23;8;2018;31;10;2018;;8,89;Sim
0,5595;Proventos;PNVL3;23;8;2018;28;9;2018;;8,89;Sim
0,5595;Proventos;PNVL3;23;8;2018;31;8;2018;;8,89;Sim
0,0927;Proventos;ASAI3;6;1;2025;28;2;2025;;1,55;Não
0,05;Proventos;ASAI3;27;4;2023;26;6;2023;;1,55;Não
0,0371;Proventos;ASAI3;28;12;2022;17;2;2023;;1,55;Não
0,125;Proventos;ASAI3;28;4;2022;27;6;2022;;1,55;Não
0,047;Proventos;ASAI3;5;10;2021;14;10;2021;;1,55;Não
0,3165;Proventos;ASAI3;28;4;2021;07;6;2021;;1,55;Não
0,2415;Proventos;BPAN4;23;12;2024;24;1;2025;;4,03;Sim
0,2151;Proventos;BPAN4;27;12;2023;24;1;2024;;4,03;Sim
0,2513;Proventos;BPAN4;27;12;2022;24;1;2023;;4,03;Sim
0,0273;Proventos;BPAN4;11;5;2022;20;5;2022;;4,03;Sim
0,2167;Proventos;BPAN4;21;12;2021;06;1;2022;;4,03;Sim
0,0073;Proventos;BPAN4;4;5;2021;14;5;2021;;4,03;Sim
0,2042;Proventos;BPAN4;22;12;2020;26;2;2021;;4,03;Sim
0,0027;Proventos;BPAN4;6;5;2020;15;5;2020;;4,03;Sim
0,1643;Proventos;BPAN4;14;2;2020;28;2;2020;;4,03;Sim
0,4409;Proventos;SMFT3;13;12;2024;12;2;2025;;8,77;Não
0,0853;Proventos;SMFT3;21;6;2024;31;7;2024;;8,77;Não
0,1013;Proventos;SMFT3;11;12;2023;21;12;2023;;8,77;Não
0,3524;Proventos;SMFT3;11;10;2023;27;10;2023;;8,77;Não
0,06;Proventos;MDIA3;16;12;2024;30;12;2024;;11,01;Sim
0,06;Proventos;MDIA3;16;9;2024;30;9;2024;;11,01;Sim
0,06;Proventos;MDIA3;14;6;2024;28;6;2024;;11,01;Sim
0,06;Proventos;MDIA3;14;3;2024;28;3;2024;;11,01;Sim
0,4204;Proventos;MDIA3;26;12;2023;01;4;2024;;11,01;Sim
0,06;Proventos;MDIA3;14;12;2023;28;12;2023;;11,01;Sim
0,05;Proventos;MDIA3;15;9;2023;29;9;2023;;11,01;Sim
0,05;Proventos;MDIA3;16;6;2023;30;6;2023;;11,01;Sim
0,05;Proventos;MDIA3;17;3;2023;31;3;2023;;11,01;Sim
0,05;Proventos;MDIA3;15;12;2022;29;12;2022;;11,01;Sim
0,05;Proventos;MDIA3;16;9;2022;30;9;2022;;11,01;Sim
0,05;Proventos;MDIA3;15;6;2022;30;6;2022;;11,01;Sim
0,05;Proventos;MDIA3;17;3;2022;31;3;2022;;11,01;Sim
1,7466;Proventos;MDIA3;9;2;2022;18;2;2022;;11,01;Sim
0,05;Proventos;MDIA3;16;12;2021;30;12;2021;;11,01;Sim
0,05;Proventos;MDIA3;16;9;2021;30;9;2021;;11,01;Sim
0,05;Proventos;MDIA3;16;6;2021;30;6;2021;;11,01;Sim
0,05;Proventos;MDIA3;7;4;2021;22;4;2021;;11,01;Sim
0,4572;Proventos;MDIA3;23;12;2020;03;5;2021;;11,01;Sim
0,2507;Proventos;MDIA3;30;12;2019;30;4;2020;;11,01;Sim
0,41;Proventos;MDIA3;27;12;2018;30;4;2019;;11,01;Sim
0,0844;Proventos;BLAU3;26;9;2024;20;12;2024;;6,07;Sim
0,1407;Proventos;BLAU3;26;6;2024;10;7;2024;;6,07;Sim
0,014;Proventos;BLAU3;29;4;2024;25;10;2024;;6,07;Sim
0,1252;Proventos;BLAU3;22;3;2024;10;4;2024;;6,07;Sim
0,1175;Proventos;BLAU3;27;6;2023;28;12;2023;;6,07;Sim
0,0694;Proventos;BLAU3;27;6;2023;14;7;2023;;6,07;Sim
0,0524;Proventos;BLAU3;19;4;2023;22;12;2023;;6,07;Sim
0,183;Proventos;BLAU3;24;3;2023;17;4;2023;;6,07;Sim
0,1765;Proventos;BLAU3;21;12;2022;29;12;2022;;6,07;Sim
0,1681;Proventos;BLAU3;26;9;2022;17;10;2022;;6,07;Sim
0,1595;Proventos;BLAU3;7;7;2022;15;7;2022;;6,07;Sim
0,1391;Proventos;BLAU3;7;4;2022;19;4;2022;;6,07;Sim
0,2056;Proventos;BLAU3;24;3;2022;05;4;2022;;6,07;Sim
0,1227;Proventos;BLAU3;3;12;2021;15;12;2021;;6,07;Sim
0,1059;Proventos;BLAU3;23;9;2021;05;10;2021;;6,07;Sim
0,0195;Proventos;BLAU3;5;7;2021;15;7;2021;;6,07;Sim
0,6641;Proventos;PETR4;23;12;2024;20;2;2025;;129,57;Sim
0,6536;Proventos;PETR4;23;12;2024;20;3;2025;;129,57;Sim
0,0105;Proventos;PETR4;23;12;2024;20;3;2025;;129,57;Sim
1,5517;Proventos;PETR4;11;12;2024;23;12;2024;;129,57;Sim
0,5266;Proventos;PETR4;21;8;2024;20;12;2024;;129,57;Sim
0,4128;Proventos;PETR4;21;8;2024;21;11;2024;;129,57;Sim
0,1138;Proventos;PETR4;21;8;2024;21;11;2024;;129,57;Sim
0,5208;Proventos;PETR4;11;6;2024;20;8;2024;;129,57;Sim
0,4474;Proventos;PETR4;11;6;2024;20;9;2024;;129,57;Sim
0,0734;Proventos;PETR4;11;6;2024;20;9;2024;;129,57;Sim
0,8496;Proventos;PETR4;2;5;2024;20;6;2024;;129,57;Sim
0,8496;Proventos;PETR4;2;5;2024;20;5;2024;;129,57;Sim
0,5502;Proventos;PETR4;25;4;2024;20;6;2024;;129,57;Sim
0,5502;Proventos;PETR4;25;4;2024;20;5;2024;;129,57;Sim
0,6722;Proventos;PETR4;21;11;2023;20;2;2024;;129,57;Sim
0,4294;Proventos;PETR4;21;11;2023;20;2;2024;;129,57;Sim
0,2431;Proventos;PETR4;21;11;2023;20;2;2024;;129,57;Sim
0,5747;Proventos;PETR4;21;8;2023;15;12;2023;;129,57;Sim
0,3655;Proventos;PETR4;21;8;2023;21;11;2023;;129,57;Sim
0,2092;Proventos;PETR4;21;8;2023;21;11;2023;;129,57;Sim
0,9468;Proventos;PETR4;12;6;2023;20;9;2023;;129,57;Sim
0,6686;Proventos;PETR4;12;6;2023;18;8;2023;;129,57;Sim
0,2782;Proventos;PETR4;12;6;2023;18;8;2023;;129,57;Sim
1,3729;Proventos;PETR4;27;4;2023;19;5;2023;;129,57;Sim
0,8748;Proventos;PETR4;27;4;2023;16;6;2023;;129,57;Sim
0,4981;Proventos;PETR4;27;4;2023;27;12;2023;;129,57;Sim
1,6002;Proventos;PETR4;21;11;2022;19;1;2023;;129,57;Sim
1,1558;Proventos;PETR4;21;11;2022;20;12;2022;;129,57;Sim
0,5186;Proventos;PETR4;21;11;2022;20;12;2022;;129,57;Sim
0,0743;Proventos;PETR4;21;11;2022;19;1;2023;;129,57;Sim
3,366;Proventos;PETR4;11;8;2022;20;9;2022;;129,57;Sim
2,9389;Proventos;PETR4;11;8;2022;31;8;2022;;129,57;Sim
0,4271;Proventos;PETR4;11;8;2022;31;8;2022;;129,57;Sim
0,4302;Proventos;PETR4;23;5;2022;20;6;2022;;129,57;Sim
1,8578;Proventos;PETR4;23;5;2022;20;7;2022;;129,57;Sim
1,4276;Proventos;PETR4;23;5;2022;20;6;2022;;129,57;Sim
2,8611;Proventos;PETR4;13;4;2022;16;5;2022;;129,57;Sim
1,0554;Proventos;PETR4;1;12;2021;15;12;2021;;129,57;Sim
2,1951;Proventos;PETR4;1;12;2021;15;12;2021;;129,57;Sim
1,6099;Proventos;PETR4;16;8;2021;25;8;2021;;129,57;Sim
0,7874;Proventos;PETR4;14;4;2021;29;4;2021;;129,57;Sim
0,0004;Proventos;PETR4;22;7;2020;15;12;2020;;129,57;Sim
0,42;Proventos;PETR4;26;12;2019;07;2;2020;;129,57;Sim
0,2;Proventos;PETR4;11;11;2019;07;2;2020;;129,57;Sim
0,2;Proventos;PETR4;12;8;2019;04;10;2019;;129,57;Sim
0,1;Proventos;PETR4;21;5;2019;05;7;2019;;129,57;Sim
0,019;Proventos;PETR4;25;4;2019;20;5;2019;;129,57;Sim
0,1;Proventos;PETR4;21;11;2018;03;12;2018;;129,57;Sim
0,05;Proventos;PETR4;13;8;2018;23;8;2018;;129,57;Sim
0,05;Proventos;PETR4;21;5;2018;29;5;2018;;129,57;Sim
2,1643;Proventos;UNIP6;19;11;2024;29;11;2024;;70,38;Sim
0,5752;Proventos;UNIP6;19;11;2024;29;11;2024;;70,38;Sim
1,0829;Proventos;UNIP6;19;3;2024;01;4;2024;;70,38;Sim
0,4001;Proventos;UNIP6;19;3;2024;01;4;2024;;70,38;Sim
1,5633;Proventos;UNIP6;18;12;2023;28;12;2023;;70,38;Sim
1,0912;Proventos;UNIP6;20;4;2023;04;5;2023;;70,38;Sim
0,8256;Proventos;UNIP6;20;4;2023;04;5;2023;;70,38;Sim
4,9887;Proventos;UNIP6;16;11;2022;29;11;2022;;70,38;Sim
4,9841;Proventos;UNIP6;16;8;2022;26;8;2022;;70,38;Sim
1,246;Proventos;UNIP6;26;7;2022;05;8;2022;;70,38;Sim
2,7352;Proventos;UNIP6;20;4;2022;04;5;2022;;70,38;Sim
4,5898;Proventos;UNIP6;21;12;2021;30;12;2021;;70,38;Sim
0,3335;Proventos;UNIP6;21;12;2021;30;12;2021;;70,38;Sim
3,2822;Proventos;UNIP6;17;11;2021;30;11;2021;;70,38;Sim
0,3063;Proventos;UNIP6;17;8;2021;27;8;2021;;70,38;Sim
2,9759;Proventos;UNIP6;17;8;2021;27;8;2021;;70,38;Sim
2,7352;Proventos;UNIP6;1;6;2021;15;6;2021;;70,38;Sim
1,0541;Proventos;UNIP6;20;4;2021;30;4;2021;;70,38;Sim
0,1676;Proventos;UNIP6;20;4;2021;30;4;2021;;70,38;Sim
0,7875;Proventos;UNIP6;16;11;2020;26;11;2020;;70,38;Sim
0,4334;Proventos;UNIP6;9;4;2020;22;4;2020;;70,38;Sim
0,301;Proventos;UNIP6;17;4;2019;30;4;2019;;70,38;Sim
0,263;Proventos;UNIP6;18;10;2018;30;10;2018;;70,38;Sim
1,2803;Proventos;UNIP6;18;10;2018;30;10;2018;;70,38;Sim
1,1665;Proventos;UNIP6;18;4;2018;30;4;2018;;70,38;Sim
0,064;Proventos;B3SA3;30;12;2024;08;1;2025;;6,08;Sim
0,0603;Proventos;B3SA3;24;9;2024;07;10;2024;;6,08;Sim
0,0352;Proventos;B3SA3;24;9;2024;07;10;2024;;6,08;Sim
0,0511;Proventos;B3SA3;18;6;2024;05;7;2024;;6,08;Sim
0,0347;Proventos;B3SA3;18;6;2024;05;7;2024;;6,08;Sim
0,0525;Proventos;B3SA3;26;3;2024;05;4;2024;;6,08;Sim
0,0669;Proventos;B3SA3;27;2;2024;05;4;2024;;6,08;Sim
0,0595;Proventos;B3SA3;28;12;2023;08;1;2024;;6,08;Sim
0,041;Proventos;B3SA3;28;12;2023;08;1;2024;;6,08;Sim
0,0559;Proventos;B3SA3;21;9;2023;06;10;2023;;6,08;Sim
0,0493;Proventos;B3SA3;21;9;2023;06;10;2023;;6,08;Sim
0,0616;Proventos;B3SA3;27;6;2023;07;7;2023;;6,08;Sim
0,0537;Proventos;B3SA3;27;6;2023;07;7;2023;;6,08;Sim
0,0602;Proventos;B3SA3;28;3;2023;10;4;2023;;6,08;Sim
0,0367;Proventos;B3SA3;23;2;2023;10;4;2023;;6,08;Sim
0,0638;Proventos;B3SA3;29;12;2022;13;1;2023;;6,08;Sim
0,0242;Proventos;B3SA3;22;12;2022;29;12;2022;;6,08;Sim
0,0548;Proventos;B3SA3;22;9;2022;07;10;2022;;6,08;Sim
0,0281;Proventos;B3SA3;22;9;2022;07;10;2022;;6,08;Sim
0,0609;Proventos;B3SA3;28;6;2022;08;7;2022;;6,08;Sim
0,0699;Proventos;B3SA3;28;6;2022;08;7;2022;;6,08;Sim
0,0502;Proventos;B3SA3;24;3;2022;08;4;2022;;6,08;Sim
0,131;Proventos;B3SA3;24;3;2022;08;4;2022;;6,08;Sim
0,0498;Proventos;B3SA3;30;12;2021;07;1;2022;;6,08;Sim
0,1495;Proventos;B3SA3;20;12;2021;30;12;2021;;6,08;Sim
0,0442;Proventos;B3SA3;28;9;2021;07;10;2021;;6,08;Sim
0,1504;Proventos;B3SA3;28;9;2021;07;10;2021;;6,08;Sim
0,0461;Proventos;B3SA3;29;6;2021;07;7;2021;;6,08;Sim
0,1685;Proventos;B3SA3;29;6;2021;07;7;2021;;6,08;Sim
0,1145;Proventos;B3SA3;26;3;2021;08;4;2021;;6,08;Sim
0,5857;Proventos;B3SA3;24;3;2021;07;5;2021;;6,08;Sim
0,3931;Proventos;B3SA3;24;3;2021;08;4;2021;;6,08;Sim
0,1466;Proventos;B3SA3;30;12;2020;08;1;2021;;6,08;Sim
0,4097;Proventos;B3SA3;30;12;2020;08;1;2021;;6,08;Sim
0,1479;Proventos;B3SA3;24;9;2020;07;10;2020;;6,08;Sim
0,6487;Proventos;B3SA3;24;9;2020;07;10;2020;;6,08;Sim
0,1468;Proventos;B3SA3;30;6;2020;07;8;2020;;6,08;Sim
0,1434;Proventos;B3SA3;25;3;2020;07;4;2020;;6,08;Sim
0,3181;Proventos;B3SA3;25;3;2020;07;5;2020;;6,08;Sim
0,1685;Proventos;B3SA3;25;3;2020;07;4;2020;;6,08;Sim
0,1902;Proventos;B3SA3;30;12;2019;13;1;2020;;6,08;Sim
0,1637;Proventos;B3SA3;30;12;2019;30;12;2019;;6,08;Sim
0,1882;Proventos;B3SA3;24;9;2019;07;10;2019;;6,08;Sim
0,1294;Proventos;B3SA3;24;9;2019;07;10;2019;;6,08;Sim
0,1032;Proventos;B3SA3;4;7;2019;17;7;2019;;6,08;Sim
0,1905;Proventos;B3SA3;25;6;2019;17;7;2019;;6,08;Sim
0,193;Proventos;B3SA3;26;3;2019;05;4;2019;;6,08;Sim
0,2069;Proventos;B3SA3;21;12;2018;08;1;2019;;6,08;Sim
0,1761;Proventos;B3SA3;21;9;2018;05;10;2018;;6,08;Sim
0,2211;Proventos;B3SA3;27;6;2018;10;7;2018;;6,08;Sim
0,0979;Proventos;B3SA3;23;4;2018;08;5;2018;;6,08;Sim
0,31;Proventos;CXSE3;3;1;2025;17;1;2025;;22,91;Sim
0,234;Proventos;CXSE3;4;11;2024;18;11;2024;;22,91;Sim
0,28;Proventos;CXSE3;1;8;2024;15;8;2024;;22,91;Sim
0,5506;Proventos;CXSE3;26;4;2024;08;5;2024;;22,91;Sim
0,5;Proventos;CXSE3;24;10;2023;06;11;2023;;22,91;Sim
0,5;Proventos;CXSE3;27;4;2023;08;5;2023;;22,91;Sim
0,3528;Proventos;CXSE3;3;11;2022;11;11;2022;;22,91;Sim
0,2958;Proventos;CXSE3;20;4;2022;29;4;2022;;22,91;Sim
0,2446;Proventos;CXSE3;4;11;2021;16;11;2021;;22,91;Sim
0,0914;Proventos;ALOS3;20;2;2025;07;3;2025;;28,43;Sim
0,0835;Proventos;ALOS3;23;1;2025;04;2;2025;;28,43;Sim
0,0067;Proventos;ALOS3;23;1;2025;04;2;2025;;28,43;Sim
0,1196;Proventos;ALOS3;20;12;2024;07;1;2025;;28,43;Sim
0,0951;Proventos;ALOS3;18;11;2024;03;12;2024;;28,43;Sim
0,0951;Proventos;ALOS3;21;10;2024;04;11;2024;;28,43;Sim
0,0951;Proventos;ALOS3;4;10;2024;16;10;2024;;28,43;Sim
0,5597;Proventos;ALOS3;30;4;2024;15;7;2024;;28,43;Sim
0,5597;Proventos;ALOS3;30;4;2024;15;5;2024;;28,43;Sim
0,2595;Proventos;ALOS3;28;4;2023;26;7;2023;;28,43;Sim
0,2595;Proventos;ALOS3;28;4;2023;24;5;2023;;28,43;Sim
0,3839;Proventos;ALOS3;2;5;2022;20;5;2022;;28,43;Sim
0,2264;Proventos;ALOS3;28;4;2021;17;5;2021;;28,43;Sim
0,455;Proventos;ALOS3;25;4;2018;14;5;2018;;28,43;Sim
0,3035;Proventos;TASA4;30;4;2024;10;7;2024;;5,06;Não
0,1;Proventos;TASA4;21;8;2023;31;8;2023;;5,06;Não
1,2956;Proventos;TASA4;28;4;2023;09;5;2023;;5,06;Não
1,6244;Proventos;TASA4;19;4;2022;29;4;2022;;5,06;Não
0,1685;Proventos;IGTI11;21;2;2025;06;3;2025;;14,02;Não
0,1683;Proventos;IGTI11;18;4;2024;30;10;2024;;14,02;Não
0,1683;Proventos;IGTI11;18;4;2024;30;7;2024;;14,02;Não
0,1683;Proventos;IGTI11;18;4;2024;30;4;2024;;14,02;Não
0,1676;Proventos;IGTI11;23;2;2024;04;3;2024;;14,02;Não
0,0915;Proventos;IGTI11;20;4;2023;15;12;2023;;14,02;Não
0,0915;Proventos;IGTI11;20;4;2023;15;9;2023;;14,02;Não
0,0915;Proventos;IGTI11;20;4;2023;15;6;2023;;14,02;Não
0,0915;Proventos;IGTI11;3;3;2023;15;3;2023;;14,02;Não
0,1138;Proventos;IGTI11;29;4;2022;10;11;2022;;14,02;Não
0,1138;Proventos;IGTI11;29;4;2022;10;8;2022;;14,02;Não
0,1138;Proventos;IGTI11;29;4;2022;10;5;2022;;14,02;Não
0,6641;Proventos;PETR3;23;12;2024;20;2;2025;;129,57;Sim
0,6536;Proventos;PETR3;23;12;2024;20;3;2025;;129,57;Sim
0,0105;Proventos;PETR3;23;12;2024;20;3;2025;;129,57;Sim
1,5517;Proventos;PETR3;11;12;2024;23;12;2024;;129,57;Sim
0,5266;Proventos;PETR3;21;8;2024;20;12;2024;;129,57;Sim
0,4128;Proventos;PETR3;21;8;2024;21;11;2024;;129,57;Sim
0,1138;Proventos;PETR3;21;8;2024;21;11;2024;;129,57;Sim
0,5208;Proventos;PETR3;11;6;2024;20;8;2024;;129,57;Sim
0,4474;Proventos;PETR3;11;6;2024;20;9;2024;;129,57;Sim
0,0734;Proventos;PETR3;11;6;2024;20;9;2024;;129,57;Sim
0,8496;Proventos;PETR3;2;5;2024;20;6;2024;;129,57;Sim
0,8496;Proventos;PETR3;2;5;2024;20;5;2024;;129,57;Sim
0,5502;Proventos;PETR3;25;4;2024;20;6;2024;;129,57;Sim
0,5502;Proventos;PETR3;25;4;2024;20;5;2024;;129,57;Sim
0,6722;Proventos;PETR3;21;11;2023;20;2;2024;;129,57;Sim
0,4291;Proventos;PETR3;21;11;2023;20;2;2024;;129,57;Sim
0,2431;Proventos;PETR3;21;11;2023;20;2;2024;;129,57;Sim
0,5747;Proventos;PETR3;21;8;2023;15;12;2023;;129,57;Sim
0,3655;Proventos;PETR3;21;8;2023;21;11;2023;;129,57;Sim
0,2092;Proventos;PETR3;21;8;2023;21;11;2023;;129,57;Sim
0,9468;Proventos;PETR3;12;6;2023;20;9;2023;;129,57;Sim
0,6686;Proventos;PETR3;12;6;2023;18;8;2023;;129,57;Sim
0,2782;Proventos;PETR3;12;6;2023;18;8;2023;;129,57;Sim
1,3729;Proventos;PETR3;27;4;2023;19;5;2023;;129,57;Sim
0,8748;Proventos;PETR3;27;4;2023;16;6;2023;;129,57;Sim
0,4981;Proventos;PETR3;27;4;2023;27;12;2023;;129,57;Sim
1,6002;Proventos;PETR3;21;11;2022;19;1;2023;;129,57;Sim
1,1558;Proventos;PETR3;21;11;2022;20;12;2022;;129,57;Sim
0,5186;Proventos;PETR3;21;11;2022;20;12;2022;;129,57;Sim
0,0743;Proventos;PETR3;21;11;2022;19;1;2023;;129,57;Sim
3,366;Proventos;PETR3;11;8;2022;20;9;2022;;129,57;Sim
2,9389;Proventos;PETR3;11;8;2022;31;8;2022;;129,57;Sim
0,4271;Proventos;PETR3;11;8;2022;31;8;2022;;129,57;Sim
0,4302;Proventos;PETR3;23;5;2022;20;6;2022;;129,57;Sim
1,8578;Proventos;PETR3;23;5;2022;20;7;2022;;129,57;Sim
